Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,AcceptedCmpOverall,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Age,Complain,Customer_Days,MntRegularProds,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Response,Z_CostContact,Z_Revenue
Widow,0,0,Master,80310,32,170,20,90,25,21,11,337,1,0,0,0,0,0,63.0,0,4942,326,5,4,10,3,0,1,3,11
Single,0,0,Graduation,82276,45,160,14,78,30,26,16,324,0,0,0,0,0,0,52.0,0,4199,308,3,2,4,3,5,0,3,11
Single,0,0,Graduation,37203,77,80,6,40,10,10,15,161,0,0,0,0,0,0,25.0,0,202,146,3,3,1,1,4,0,3,11
Single,0,0,PhD,77063,38,153,15,86,18,20,12,304,0,0,0,0,0,0,52.0,0,3090,292,2,1,4,1,7,0,3,11
Married,0,2,PhD,88358,32,0,14,70,97,71,0,252,1,0,0,0,0,0,44.0,0,1300,252,3,2,5,5,7,1,3,11
Single,0,0,Master,72070,19,148,15,61,24,13,10,271,1,0,0,0,0,0,54.0,0,176,261,4,5,3,3,12,0,3,11
Single,0,0,Graduation,54656,30,112,11,43,20,20,13,219,0,0,0,0,0,0,40.0,0,2126,206,2,5,3,2,7,0,3,11
Single,0,0,Master,65214,48,150,10,63,23,11,12,269,0,0,0,1,0,0,55.0,0,3054,257,2,4,3,2,4,0,3,11
Together,0,1,2n Cycle,88738,43,74,13,113,71,38,13,322,1,0,1,0,0,0,38.0,0,3329,309,7,1,0,0,5,0,3,11
Together,2,1,Master,80491,56,0,61,0,65,76,0,202,1,0,0,0,0,0,46.0,0,1366,202,4,2,5,2,8,0,3,11
Single,0,0,2n Cycle,46314,29,103,9,48,12,13,6,191,0,0,0,0,0,0,43.0,0,3368,185,2,7,1,2,8,0,3,11
Together,0,0,Master,82782,43,157,9,91,30,21,17,325,1,0,0,0,0,0,35.0,0,1351,308,5,3,3,1,9,0,3,11
Together,0,2,Graduation,66684,26,0,9,74,64,48,0,195,0,0,0,0,0,0,44.0,0,1964,195,5,4,4,3,7,0,3,11
Married,0,1,Master,91129,40,99,23,87,44,44,3,300,1,1,0,0,0,0,36.0,0,858,297,5,2,1,1,6,0,3,11
Single,0,0,Graduation,59940,35,124,15,65,21,15,14,254,0,0,0,0,0,1,22.0,0,4443,240,3,4,1,3,2,0,3,11
Married,0,0,2n Cycle,55882,18,119,13,70,20,15,6,243,1,0,0,0,0,0,43.0,0,3372,237,4,3,3,2,7,0,3,11
Together,2,1,Master,47972,39,0,30,0,37,55,0,122,1,0,0,0,0,0,33.0,0,3053,122,2,4,3,3,6,1,3,11
Married,1,1,Graduation,90285,19,0,38,54,74,69,0,235,1,0,0,0,0,0,34.0,0,323,235,10,3,0,5,11,0,3,11
Single,0,0,Graduation,73261,39,122,21,75,29,18,9,274,1,0,0,0,0,0,48.0,0,2858,265,2,3,3,3,5,0,3,11
Married,0,1,PhD,95350,36,90,16,92,65,49,14,326,1,0,0,0,0,0,32.0,0,2135,312,8,5,0,2,7,0,3,11
Married,0,1,Graduation,82733,36,91,28,77,64,42,6,308,1,1,0,0,0,1,37.0,0,1308,302,8,3,1,0,3,0,3,11
Married,2,2,Master,98550,0,0,53,0,93,141,0,287,1,0,0,0,0,0,52.0,0,4148,287,8,3,10,5,9,0,3,11
Single,0,0,Graduation,37753,22,84,5,45,10,5,7,156,0,0,0,0,0,0,40.0,0,2321,149,1,1,1,1,3,0,3,11
Single,0,0,Master,71250,38,135,15,71,22,25,14,282,1,0,0,0,0,0,35.0,0,2058,268,2,4,3,3,8,0,3,11
Together,2,2,Master,45838,59,0,19,0,44,58,0,121,0,0,1,0,0,0,38.0,0,4010,121,3,3,0,1,19,0,3,11
Together,0,2,Master,67089,19,0,10,71,62,44,0,187,1,0,0,0,0,0,41.0,0,4290,187,2,2,0,2,3,0,3,11
Single,0,0,PhD,84948,35,153,24,84,27,21,15,324,1,0,0,0,0,0,46.0,0,4518,309,4,8,1,3,7,0,3,11
Widow,0,0,Graduation,72720,62,119,7,81,18,18,12,255,0,0,0,0,0,0,54.0,0,124,243,4,1,3,1,3,0,3,11
Single,0,0,Master,96435,50,183,18,104,41,26,20,392,1,0,0,0,0,0,34.0,0,540,372,5,3,2,4,2,0,3,11
Married,2,2,Master,75633,28,0,46,0,81,98,0,225,1,0,0,0,0,0,23.0,1,3096,225,4,2,0,2,4,0,3,11
Married,2,0,Graduation,61446,35,0,46,0,25,45,0,116,1,0,0,0,0,0,38.0,0,4729,116,6,5,2,3,8,0,3,11
Together,2,0,Graduation,66479,4,0,38,0,25,47,0,110,1,0,0,0,0,0,35.0,0,1628,110,3,4,0,2,10,0,3,11
Together,0,1,PhD,67461,14,70,12,65,38,32,4,221,1,0,0,0,0,0,34.0,0,2373,217,2,3,0,5,7,0,3,11
Single,0,0,Basic,36853,32,65,9,46,10,7,10,147,1,0,0,0,0,1,22.0,0,3296,137,4,1,1,3,2,0,3,11
Together,1,1,Graduation,80047,26,0,30,32,37,62,0,161,1,1,0,0,0,0,43.0,0,4982,161,3,1,3,4,5,0,3,11
Single,1,0,Graduation,77854,55,72,22,44,25,36,5,204,0,0,0,0,0,0,50.0,0,4735,199,7,2,2,2,12,0,3,11
Married,0,0,Basic,62356,44,137,12,59,16,18,16,258,0,0,1,0,0,0,38.0,0,1645,242,3,0,1,3,7,0,3,11
Married,2,0,Master,89154,21,0,60,0,25,54,0,139,1,0,0,0,1,0,44.0,0,4057,139,3,3,1,3,1,0,3,11
Married,1,2,Graduation,104325,20,0,55,45,122,114,0,336,1,0,0,0,0,0,56.0,0,752,336,9,3,5,5,9,1,3,11
Single,0,0,Graduation,62124,64,122,6,72,11,18,13,242,1,0,0,0,0,0,42.0,0,4453,229,2,5,1,1,2,0,3,11
Together,1,0,Master,59996,40,54,27,28,23,40,5,177,0,0,0,1,0,0,59.0,0,3565,172,2,6,2,0,7,0,3,11
Single,0,0,Graduation,71036,52,140,13,55,32,17,16,273,1,0,0,0,0,0,34.0,0,1433,257,3,5,3,2,4,0,3,11
Single,0,0,Master,82528,34,164,11,84,28,16,15,318,1,0,0,0,0,0,44.0,0,4879,303,3,0,3,5,7,0,3,11
Married,0,0,Master,94005,11,183,12,92,31,22,12,352,1,0,1,1,0,0,30.0,0,1225,340,2,7,0,10,2,0,3,11
Married,1,2,Master,97162,35,0,30,50,108,105,0,293,1,0,0,0,0,0,46.0,0,2907,293,6,2,3,4,4,0,3,11
Together,2,2,Master,87923,26,0,60,0,84,106,0,250,1,0,0,0,0,1,38.0,0,302,250,4,1,0,4,8,0,3,11
Single,0,0,2n Cycle,65800,57,133,8,60,25,18,5,249,0,0,0,1,0,0,57.0,0,1922,244,3,5,2,1,2,0,3,11
Single,1,0,2n Cycle,67538,39,64,31,19,27,34,5,180,0,0,0,0,0,0,44.0,0,1750,175,4,5,2,2,4,0,3,11
Together,0,1,Graduation,72161,74,68,15,61,43,37,4,228,1,0,0,0,0,0,41.0,0,4656,224,6,3,2,5,9,0,3,11
Married,1,1,Basic,36159,22,0,13,10,21,25,0,69,1,0,0,0,0,0,50.0,0,1396,69,2,3,1,1,5,0,3,11
Single,0,0,Graduation,37222,29,84,10,26,9,8,5,142,1,0,1,0,0,0,30.0,0,1657,137,1,7,1,0,5,0,3,11
Married,0,1,Graduation,57201,36,52,12,62,40,33,8,207,0,0,0,0,0,0,46.0,0,2584,199,3,3,2,1,6,0,3,11
Married,1,2,Graduation,85296,22,0,25,38,100,84,0,247,1,0,0,0,1,0,18.0,0,244,247,5,3,1,3,9,1,3,11
Married,2,1,Graduation,66435,25,0,43,0,47,49,0,139,1,0,0,0,0,0,32.0,0,1611,139,3,4,1,4,8,0,3,11
Married,1,1,Graduation,75043,31,0,37,40,43,55,0,175,1,0,0,0,0,0,32.0,1,1202,175,4,5,2,4,11,0,3,11
Together,0,2,Graduation,89449,26,0,25,98,89,65,0,277,1,0,0,0,0,0,37.0,1,123,277,3,4,3,3,9,0,3,11
Together,2,2,Graduation,82255,13,0,56,0,64,104,0,224,0,0,1,0,0,0,30.0,0,3196,224,4,0,1,6,8,0,3,11
Married,0,2,Graduation,40405,21,0,9,39,39,28,0,115,1,0,0,0,0,0,23.0,1,3988,115,6,5,1,3,3,0,3,11
Single,1,0,Master,80952,45,94,24,42,22,48,8,238,0,0,0,0,0,0,34.0,0,2000,230,2,1,0,1,6,0,3,11
Together,0,1,Master,73842,55,71,16,72,49,45,2,255,1,0,0,0,0,0,39.0,0,4913,253,1,5,2,6,5,0,3,11
Married,1,1,Master,70162,82,0,31,30,39,35,0,135,0,0,0,0,0,0,34.0,0,714,135,3,4,1,3,4,0,3,11
Married,2,1,Master,75087,33,0,32,0,57,76,0,165,0,0,0,0,0,0,55.0,0,2736,165,6,4,2,2,8,0,3,11
Single,0,0,Master,65296,60,136,15,54,19,12,13,249,0,0,0,0,0,0,41.0,0,4924,236,7,2,1,4,2,0,3,11
Together,1,1,2n Cycle,41325,39,0,15,20,29,38,0,102,0,0,0,0,0,0,32.0,0,2946,102,1,1,3,2,7,0,3,11
Married,2,1,2n Cycle,71668,38,0,40,0,60,77,0,177,1,0,0,0,0,0,31.0,0,2750,177,2,6,2,1,8,0,3,11
Single,0,0,Master,102648,38,228,17,99,23,26,20,413,1,0,0,0,1,0,51.0,0,1976,393,5,2,2,4,5,0,3,11
Married,0,1,Graduation,88239,31,68,16,85,69,41,6,285,1,0,0,0,0,0,40.0,0,790,279,2,6,2,4,4,0,3,11
Together,1,2,Graduation,35606,27,0,14,13,36,40,0,103,0,0,0,0,0,0,47.0,0,4608,103,3,1,4,0,4,0,3,11
Single,0,0,2n Cycle,62369,72,122,5,65,20,15,9,236,0,0,0,0,0,0,60.0,0,3994,227,1,5,0,1,8,0,3,11
Widow,0,0,Graduation,82368,68,156,17,73,22,23,12,303,1,0,0,0,0,0,37.0,0,2088,291,4,3,2,1,5,0,3,11
Married,0,2,Master,65076,20,0,21,61,69,59,0,210,1,0,1,0,1,0,35.0,1,3128,210,3,4,1,1,10,0,3,11
Married,2,2,Graduation,54836,32,0,36,0,51,53,0,140,1,0,0,0,0,0,50.0,0,4318,140,0,6,5,3,5,0,3,11
Single,0,0,Graduation,76465,38,141,21,73,32,18,13,298,1,1,0,0,0,0,48.0,0,958,285,1,3,2,3,4,1,3,11
Single,0,0,Graduation,64573,70,144,16,64,22,21,16,283,1,0,0,0,0,1,31.0,0,4810,267,3,4,4,3,7,0,3,11
Together,0,2,Master,65840,15,0,9,56,70,59,0,194,0,0,0,0,0,0,47.0,0,1590,194,4,1,4,2,3,0,3,11
Single,0,0,Master,79038,59,144,16,70,29,15,12,286,0,0,0,0,0,0,40.0,0,2284,274,3,5,2,3,5,0,3,11
Married,1,2,Graduation,104759,26,0,39,57,93,107,0,296,1,0,0,1,0,0,41.0,0,4557,296,3,5,4,4,9,0,3,11
Single,0,0,Master,73869,14,147,16,74,20,15,24,296,0,0,0,0,0,0,60.0,0,3907,272,4,2,3,2,5,0,3,11
Single,0,0,Graduation,67370,72,137,14,70,19,18,9,267,1,0,0,0,1,0,34.0,0,2163,258,5,2,1,5,7,0,3,11
Single,1,0,Master,69676,12,66,19,30,20,49,12,196,1,0,0,0,0,0,53.0,0,1808,184,2,3,3,2,8,0,3,11
Married,2,1,Master,74116,12,0,43,0,58,70,0,171,1,0,1,0,0,0,29.0,0,2805,171,3,6,3,4,9,0,3,11
Widow,0,0,PhD,107286,20,211,18,98,42,29,21,419,1,0,1,0,0,0,34.0,0,3394,398,7,8,6,4,8,0,3,11
Single,0,0,Graduation,60111,63,119,9,54,23,12,14,231,1,0,0,0,0,0,40.0,0,4117,217,3,5,2,1,5,0,3,11
Single,0,0,2n Cycle,65498,34,146,16,78,16,16,12,284,1,0,0,0,0,0,57.0,0,4608,272,3,6,5,2,2,0,3,11
Single,0,0,Graduation,85509,24,171,15,57,26,17,18,304,1,0,0,0,0,0,49.0,0,782,286,1,1,0,3,4,0,3,11
Married,0,0,2n Cycle,79171,51,140,15,87,34,18,10,304,1,0,0,0,0,0,26.0,0,2584,294,4,4,0,5,3,0,3,11
Married,1,1,Graduation,53894,17,0,23,33,35,43,0,134,0,0,0,0,0,0,42.0,0,583,134,1,5,2,4,3,0,3,11
Together,0,0,Graduation,46017,52,70,4,50,15,9,14,162,1,0,0,0,0,0,29.0,0,2986,148,2,9,4,3,6,0,3,11
Married,1,1,Graduation,91799,36,0,36,47,66,64,0,213,1,0,0,0,0,1,42.0,0,1804,213,3,4,3,3,3,0,3,11
Married,0,2,PhD,88317,34,0,17,94,93,71,0,275,1,0,0,0,0,0,50.0,0,4784,275,5,4,1,6,8,0,3,11
Single,0,0,Graduation,66912,14,121,12,61,22,24,7,247,1,0,0,0,0,0,23.0,0,1998,240,1,7,4,2,5,0,3,11
Widow,0,0,PhD,83122,59,172,8,69,27,26,19,321,0,0,0,0,0,0,44.0,0,2733,302,2,3,3,2,5,0,3,11
Single,0,0,Master,79240,64,174,15,73,38,13,17,330,1,0,0,0,0,0,50.0,0,1134,313,7,2,7,3,2,0,3,11
Single,0,0,Master,98318,54,201,23,115,21,25,22,407,1,0,0,0,0,1,32.0,0,2696,385,5,3,3,3,6,0,3,11
Married,1,0,PhD,92274,47,88,32,45,38,44,15,262,1,0,1,0,0,0,44.0,0,3280,247,3,1,1,3,6,0,3,11
Married,0,2,Master,89718,28,0,21,86,89,71,0,267,1,0,0,0,0,0,40.0,0,4127,267,2,2,2,4,9,0,3,11
Married,1,0,Master,98681,61,88,33,53,33,41,9,257,1,0,0,0,0,0,41.0,0,696,248,7,2,1,5,7,0,3,11
Married,0,2,Graduation,98201,9,0,19,108,101,63,0,291,1,0,0,0,0,0,41.0,0,2412,291,3,5,1,3,6,0,3,11
Married,1,1,Graduation,62810,0,0,35,27,44,60,0,166,1,0,0,0,0,0,30.0,0,3540,166,3,3,1,1,1,0,3,11
Single,0,0,PhD,86204,60,174,14,86,31,22,14,341,1,0,0,0,0,0,34.0,0,3135,327,4,4,0,3,4,0,3,11
Together,0,1,Graduation,85127,10,92,14,86,55,30,10,287,1,0,0,0,0,0,24.0,0,2784,277,4,1,3,10,5,0,3,11
Married,0,1,Basic,83311,53,70,19,81,45,35,11,261,1,0,1,0,0,0,35.0,0,2844,250,5,4,0,2,4,1,3,11
Married,0,1,Master,73644,16,72,17,72,52,36,5,254,1,0,0,0,0,1,33.0,0,120,249,0,5,2,5,4,0,3,11
Married,0,1,Graduation,62947,48,47,13,43,40,36,8,187,1,0,0,0,0,0,29.0,0,560,179,1,1,2,3,13,0,3,11
Single,0,0,Master,67675,32,123,13,74,22,22,13,267,1,0,0,0,0,0,37.0,0,1431,254,2,6,1,4,6,0,3,11
Married,0,2,2n Cycle,63188,39,0,8,64,53,60,0,185,1,0,0,0,1,0,30.0,1,2221,185,0,4,3,2,4,0,3,11
Married,0,2,Graduation,68820,54,0,9,63,60,54,0,186,0,0,1,0,0,0,38.0,0,4680,186,4,5,1,3,8,0,3,11
Single,0,0,Graduation,69179,30,157,13,76,19,15,19,299,1,0,0,0,0,0,33.0,0,3415,280,1,3,1,2,11,0,3,11
Married,0,1,PhD,81887,61,86,13,91,52,46,4,292,1,0,0,0,0,0,46.0,0,885,288,2,2,0,1,8,0,3,11
Widow,1,0,2n Cycle,96387,35,95,36,43,26,56,8,264,1,0,0,0,0,0,37.0,0,671,256,5,5,1,8,14,0,3,11
Married,0,0,Master,73930,44,158,18,82,25,20,18,321,1,0,0,0,0,0,32.0,0,4393,303,4,3,1,1,5,0,3,11
Together,1,2,2n Cycle,51982,47,0,21,21,55,45,0,142,1,1,0,0,0,0,28.0,0,3397,142,0,6,2,0,8,0,3,11
Single,1,0,Basic,32452,61,35,11,23,16,19,8,112,0,0,0,0,0,0,28.0,0,1326,104,0,4,2,1,5,0,3,11
Single,0,0,Graduation,81858,40,151,15,78,29,20,19,312,1,0,1,0,0,0,24.0,0,1972,293,2,3,0,1,2,0,3,11
Single,0,0,Graduation,43598,22,83,10,35,20,9,6,163,1,0,0,1,0,0,60.0,0,3060,157,1,2,1,1,1,0,3,11
Married,1,1,Graduation,79860,32,0,27,36,50,61,0,174,1,0,0,0,0,0,33.0,0,2989,174,2,2,1,3,10,0,3,11
Single,0,0,2n Cycle,68418,20,121,13,54,31,17,14,250,1,0,1,0,0,0,34.0,0,2709,236,3,1,1,5,4,0,3,11
Single,0,0,Graduation,19253,46,39,4,21,4,7,2,77,0,0,0,0,0,0,46.0,0,4728,75,2,11,3,1,1,0,3,11
Together,1,1,Graduation,46369,30,0,17,29,40,23,0,109,1,0,0,0,0,0,38.0,0,2689,109,3,5,2,1,10,0,3,11
Together,0,2,Master,67332,11,0,15,67,72,51,0,205,1,0,0,0,0,0,44.0,0,379,205,5,4,3,2,8,1,3,11
Married,0,1,Basic,88417,22,73,17,84,75,40,10,299,1,0,1,0,1,0,27.0,0,4084,289,5,2,3,5,4,0,3,11
Single,0,0,Graduation,57336,63,101,16,44,20,16,4,201,0,0,0,0,0,0,51.0,0,608,197,2,4,3,1,3,1,3,11
Single,0,0,Graduation,55448,39,119,4,63,17,5,12,220,1,0,0,0,0,0,40.0,0,2338,208,0,4,3,1,3,1,3,11
Single,0,0,PhD,68752,36,128,8,85,18,24,16,279,1,0,0,0,0,0,45.0,0,3730,263,3,2,1,3,8,0,3,11
Married,2,0,Master,68518,41,0,39,0,21,62,0,122,1,0,0,0,0,0,44.0,0,3039,122,5,3,1,5,2,1,3,11
Together,1,1,Master,63472,58,0,25,28,50,44,0,147,0,0,1,0,0,0,30.0,0,3725,147,1,6,4,2,7,0,3,11
Married,0,2,2n Cycle,57918,25,0,13,76,58,33,0,180,1,0,0,1,0,0,34.0,0,1921,180,3,5,0,4,9,0,3,11
Single,0,0,Master,59277,61,110,10,60,30,16,18,244,1,0,0,0,0,0,42.0,0,2078,226,5,4,1,3,4,0,3,11
Married,0,2,Master,69259,33,0,20,61,73,63,0,217,0,1,0,0,0,0,48.0,0,3885,217,0,3,3,4,4,0,3,11
Single,0,0,PhD,74282,71,141,12,66,32,19,14,284,0,0,0,0,0,0,45.0,0,4844,270,3,7,3,3,5,0,3,11
Single,1,0,Graduation,77262,53,59,26,42,27,38,5,197,0,0,1,0,0,1,40.0,0,1649,192,7,1,2,4,10,0,3,11
Married,0,0,PhD,73182,37,147,21,70,19,18,15,290,0,0,0,0,0,0,36.0,0,4963,275,1,8,0,2,2,0,3,11
Married,1,2,Graduation,63295,32,0,23,33,58,68,0,182,0,0,0,0,0,1,55.0,0,1166,182,3,2,3,1,8,0,3,11
Single,0,0,Graduation,55204,32,119,12,59,8,11,14,223,0,0,0,0,0,0,32.0,0,3039,209,2,7,2,1,6,1,3,11
Single,0,0,Graduation,62999,46,123,12,68,23,17,13,256,1,0,0,0,0,0,37.0,0,2757,243,6,9,3,4,3,0,3,11
Widow,0,0,Graduation,66557,30,128,13,55,19,14,13,242,1,0,1,0,0,0,44.0,0,4767,229,4,5,2,5,4,0,3,11
Single,1,0,Graduation,94130,25,106,40,45,26,50,7,274,1,0,0,0,0,0,29.0,0,540,267,3,2,6,0,10,0,3,11
Single,0,0,Graduation,71748,60,141,15,74,16,29,10,285,1,0,0,0,0,0,37.0,0,4132,275,3,6,3,3,11,1,3,11
Single,1,0,Master,84616,39,82,38,39,32,47,7,245,1,0,0,0,0,0,36.0,0,2182,238,4,5,1,5,10,0,3,11
Single,0,0,Graduation,66578,48,126,17,81,15,18,8,265,0,1,0,0,0,0,31.0,0,1270,257,4,4,3,0,7,0,3,11
Single,0,0,Master,91065,33,190,14,95,30,22,24,375,1,0,0,1,1,1,39.0,0,2380,351,5,5,2,9,2,0,3,11
Together,2,2,Graduation,48852,20,0,27,0,45,72,0,144,1,0,0,0,0,0,53.0,0,541,144,1,4,3,3,8,0,3,11
Single,0,0,PhD,71637,37,137,11,85,25,17,13,288,1,0,1,0,0,0,48.0,0,3966,275,4,3,1,0,5,0,3,11
Married,0,1,Master,67751,29,64,17,61,58,20,4,224,0,0,0,0,0,1,48.0,0,2229,220,4,3,1,2,5,0,3,11
Married,1,1,Graduation,70429,23,0,22,42,42,54,0,160,0,1,0,0,0,0,22.0,0,451,160,2,3,0,3,8,0,3,11
Married,1,0,Master,103755,21,99,52,57,36,37,10,291,1,0,0,0,0,0,34.0,0,3011,281,6,2,2,3,8,0,3,11
Together,1,2,Graduation,98990,4,0,41,52,89,101,0,283,1,1,0,0,0,0,40.0,0,1443,283,4,2,0,5,16,0,3,11
Together,0,1,2n Cycle,75319,36,81,12,74,54,39,8,268,1,0,0,0,0,0,44.0,0,362,260,3,5,2,7,10,0,3,11
Single,0,0,Graduation,61530,29,118,11,64,27,17,16,253,0,0,0,1,1,0,50.0,0,4101,237,1,3,3,2,11,0,3,11
Married,1,0,Graduation,89800,60,85,44,53,33,37,10,262,1,0,0,0,0,0,47.0,0,4443,252,4,1,4,3,5,1,3,11
Married,1,0,Graduation,95247,15,92,32,35,44,39,6,248,1,0,1,0,1,0,51.0,0,2468,242,3,3,4,6,1,0,3,11
Widow,0,0,Graduation,95647,34,173,14,108,38,25,14,372,1,1,0,0,0,0,35.0,0,3083,358,3,6,2,3,1,1,3,11
Married,1,2,PhD,87995,37,0,35,53,96,87,0,271,0,0,0,0,1,0,39.0,0,1947,271,1,1,2,5,8,0,3,11
Widow,0,0,Graduation,76394,10,137,16,74,33,18,14,292,1,0,0,0,0,0,45.0,0,322,278,4,6,3,3,5,0,3,11
Married,1,2,Graduation,63126,40,0,25,31,57,65,0,178,0,1,0,0,0,0,40.0,0,1258,178,3,3,2,4,7,0,3,11
Single,0,0,PhD,76321,29,148,12,76,28,23,10,297,0,0,0,0,0,1,41.0,0,327,287,5,3,2,3,5,0,3,11
Married,2,2,Graduation,61010,7,0,34,0,53,72,0,159,0,1,0,0,0,0,42.0,0,2819,159,1,9,0,2,5,0,3,11
Widow,0,0,Master,84033,50,159,20,81,30,19,14,323,1,0,0,0,0,0,34.0,0,3948,309,3,2,1,0,5,0,3,11
Together,0,0,Graduation,65652,53,131,17,63,19,15,10,255,1,0,0,0,0,0,41.0,0,3671,245,2,4,6,3,0,0,3,11
Single,1,0,Graduation,50046,23,57,20,30,18,16,2,143,1,0,0,0,1,1,50.0,0,2732,141,0,4,3,1,9,0,3,11
Married,0,0,Graduation,113280,33,223,27,133,35,28,26,472,1,0,0,0,0,0,36.0,0,1143,446,6,4,2,4,3,0,3,11
Single,0,0,PhD,84441,59,184,18,82,35,37,18,374,0,0,1,0,1,0,47.0,0,1498,356,3,1,4,4,6,0,3,11
Single,0,0,Graduation,82386,35,170,25,73,26,26,11,331,1,0,0,1,0,0,33.0,0,1060,320,3,4,1,0,8,0,3,11
Married,1,2,Graduation,91009,10,0,31,49,96,87,0,263,1,0,0,0,0,0,33.0,0,712,263,5,4,2,6,8,0,3,11
Single,0,0,PhD,109144,37,207,28,96,32,14,19,396,1,0,0,1,0,1,40.0,0,2195,377,6,2,3,4,2,0,3,11
Together,1,0,PhD,69394,36,69,30,35,17,34,8,193,1,0,1,0,0,1,55.0,0,2346,185,3,7,2,0,4,0,3,11
Single,0,0,2n Cycle,49820,41,105,9,49,16,16,8,203,1,0,0,0,0,0,51.0,0,247,195,1,3,1,2,3,0,3,11
Together,1,1,Master,45789,42,0,21,22,29,30,0,102,1,0,0,0,0,0,33.0,0,723,102,4,5,1,3,9,0,3,11
Single,1,0,Graduation,38735,31,36,15,16,10,25,8,110,0,0,0,0,0,0,30.0,1,4700,102,3,0,1,2,5,0,3,11
Single,0,0,Graduation,47853,54,96,2,51,17,19,10,195,1,0,0,0,0,0,40.0,0,4061,185,4,3,2,3,4,0,3,11
Single,0,0,Graduation,60722,38,129,11,61,21,18,13,253,1,0,0,0,0,0,28.0,0,1162,240,3,4,1,1,4,0,3,11
Single,0,0,Graduation,61587,22,136,11,59,21,15,10,252,0,1,0,1,0,0,41.0,0,518,242,1,4,4,4,8,0,3,11
Single,0,0,Graduation,110625,62,212,20,122,32,38,25,449,1,0,0,0,0,0,32.0,0,2784,424,3,2,2,4,8,0,3,11
Single,0,0,Graduation,70549,19,141,15,61,19,22,13,271,1,0,0,0,0,0,62.0,0,210,258,2,4,4,2,11,0,3,11
Married,1,2,Graduation,87553,38,0,35,61,94,97,0,287,1,0,0,0,1,0,30.0,1,3158,287,7,4,1,3,5,0,3,11
Single,0,0,Graduation,65131,41,129,11,74,19,16,14,263,0,1,0,0,0,0,33.0,0,2063,249,3,6,2,2,5,0,3,11
Married,0,1,Graduation,53308,39,48,12,72,43,30,6,211,0,0,0,1,0,0,30.0,0,2088,205,3,6,1,2,7,0,3,11
Single,0,0,PhD,84450,28,168,15,86,37,10,11,327,1,0,1,0,0,0,48.0,0,1426,316,6,2,5,3,8,0,3,11
Together,0,0,Master,48787,37,99,9,52,18,15,8,201,0,0,0,0,0,0,38.0,0,4455,193,1,3,2,1,3,0,3,11
Together,1,2,Graduation,63292,40,0,24,28,59,53,0,164,1,0,0,1,0,0,49.0,0,738,164,3,5,1,3,9,0,3,11
Married,0,0,PhD,99719,23,187,15,103,39,25,15,384,1,0,0,0,0,0,42.0,0,4556,369,8,2,0,2,8,0,3,11
Single,0,0,Graduation,54191,37,114,11,66,17,10,7,225,1,0,0,0,0,0,32.0,0,4885,218,2,7,1,0,4,0,3,11
Single,0,0,2n Cycle,60893,59,106,8,60,27,20,13,234,0,0,0,0,0,0,47.0,0,1374,221,4,5,2,3,3,0,3,11
Widow,1,0,Graduation,68969,29,74,24,30,17,35,4,184,0,0,0,0,0,1,55.0,0,1835,180,3,7,1,2,3,0,3,11
Single,0,0,Graduation,46417,45,107,13,60,12,10,10,212,0,1,0,0,0,0,45.0,0,161,202,0,6,2,1,8,0,3,11
Single,0,0,Master,77317,43,150,13,63,28,20,20,294,1,0,0,0,0,0,34.0,0,4956,274,2,2,1,4,3,0,3,11
Single,0,0,PhD,95668,27,186,14,89,31,16,17,353,1,0,1,0,0,0,33.0,0,3076,336,4,2,5,4,4,0,3,11
Single,0,0,Graduation,78630,48,158,10,77,29,18,19,311,0,0,0,0,0,0,30.0,0,2050,292,2,2,1,2,6,0,3,11
Single,0,0,Graduation,59382,42,126,7,68,14,14,16,245,0,0,0,0,0,0,45.0,0,2719,229,3,1,3,3,8,0,3,11
Married,1,0,Graduation,40362,28,41,21,25,13,21,6,127,0,0,0,0,0,0,39.0,0,1959,121,2,6,1,4,6,0,3,11
Single,0,0,Graduation,64324,53,116,9,58,21,11,12,227,1,0,0,0,0,0,50.0,0,4915,215,1,4,1,3,8,0,3,11
Married,1,1,Master,99040,32,0,33,62,68,80,0,243,1,0,0,0,0,0,40.0,0,1697,243,3,4,2,3,10,0,3,11
Single,0,0,Graduation,43278,44,87,9,49,15,10,12,182,0,0,0,0,0,0,46.0,0,2141,170,1,5,1,1,7,0,3,11
Single,0,0,2n Cycle,84713,36,167,18,97,31,27,26,366,0,0,1,0,0,0,44.0,0,2627,340,4,2,0,5,7,0,3,11
Together,0,1,Master,42115,18,47,10,47,29,20,6,159,0,0,0,0,0,0,40.0,0,4440,153,0,3,2,0,5,0,3,11
Single,0,0,Graduation,68955,40,141,12,53,27,15,12,260,1,0,0,0,0,0,33.0,0,4688,248,1,2,0,4,6,0,3,11
Together,0,2,PhD,95446,0,0,27,87,93,83,0,290,1,0,0,0,0,0,28.0,0,3956,290,8,0,2,2,5,0,3,11
Married,2,1,Graduation,95023,36,0,58,0,73,109,0,240,1,0,0,0,0,0,43.0,0,1827,240,3,4,2,2,10,0,3,11
